Source,Target,Type,Id,Label,timeset,Weight,junction,access,service,tunnel,maxspeed,bridge,ref,osmid,oneway,name,distance,lanes,highway,geometry,bridge-size
159,1,Undirected,37414,,,10,,,,,,yes,,"[54329421, 54329429]",TRUE,,13.709,,trunk_link,"LINESTRING (585457.800037366 4477251.669131672, 585463.2857012345 4477250.377327437, 585466.7749235603 4477249.362489369, 585470.3675760339 4477246.716899074)",10
2,2,Undirected,37596,Edgebrook Avenue,,10,,,,,,yes,,"[11828545, 318681971, 318681972]",FALSE,Edgebrook Avenue,194.214,,residential,"LINESTRING (584613.7780520812 4472799.237006744, 584618.6209507789 4472801.778371036, 584684.4130714097 4472836.313796881, 584721.6058972306 4472846.591923925, 584736.2934423935 4472850.654459147, 584760.0066790893 4472855.862551839, 584771.3104068595 4472858.199492953, 584795.8976463246 4472863.417578408)",10
1,1,Undirected,37645,Penn-Lincoln Parkway East,,10,,,,,55 mph,yes,I 376;US 22;US 30,"[551120321, 54509573, 54509574, 54509582, 551120317]",TRUE,Penn-Lincoln Parkway East,871.215,2,motorway,"LINESTRING (594477.2652533689 4476031.302191003, 594388.5995518125 4476007.137134144, 594370.5161462819 4476001.41390424, 594353.2160429625 4475995.467441142, 594335.4504352038 4475988.083007688, 594318.6259377737 4475980.743769106, 594301.9476062977 4475972.573763197, 594285.5629541018 4475963.985617088, 594269.4293229157 4475954.323777801, 594253.9225248676 4475944.736470753, 594238.439665637 4475933.917183026, 594223.812668939 4475923.175302192, 594209.1656554206 4475911.323006019, 594195.1899803095 4475899.37926156, 594093.3572803342 4475809.47317296, 594073.1097035628 4475791.58910151, 594059.2426101157 4475779.746906316, 594047.2405271563 4475770.048612089, 594036.0816645732 4475761.437806133, 594022.0417114522 4475751.192191851, 594004.742947048 4475739.662309472, 593986.7020860577 4475728.445117299, 593968.5926052604 4475717.95983678, 593953.1545988154 4475709.584153537, 593937.421601388 4475701.726595742, 593921.7280611092 4475694.779923992, 593900.160589875 4475686.02778334, 593878.331352236 4475677.849726875, 593861.3223093119 4475672.285547107, 593843.7562935039 4475667.15850865, 593826.2745332727 4475662.754191483, 593808.964780899 4475658.840553114, 593791.0313133725 4475655.274410415, 593772.9276263188 4475652.427805502, 593755.5040996153 4475650.144849543, 593737.1165786583 4475648.282851025, 593714.3848226718 4475646.44428461)",10
6,0,Undirected,37847,Brighton Heights Boulevard,,10,,,,,25 mph,yes,Blue Belt,"[54363256, 54363257, 346937858, 369602914]",FALSE,Brighton Heights Boulevard,304.257,"['3', '2']",secondary,"LINESTRING (581117.7491011348 4481427.736693745, 581116.4191970073 4481440.93305291, 581108.0344594864 4481523.881330511, 581108.0201757177 4481546.306201892, 581111.6691697799 4481566.272960758, 581120.547089493 4481586.363039042, 581136.2689227979 4481604.606806258, 581168.9721894442 4481635.923714752, 581202.5177071055 4481672.401016599, 581206.6721652714 4481676.231733903, 581220.0167997889 4481688.532778338)",10
6,149,Undirected,37855,,,10,,,,,,yes,,"[346937861, 346937860, 395478949]",TRUE,,70.823,1,trunk_link,"LINESTRING (581078.2242422604 4481389.041322688, 581085.8993106912 4481364.501401708, 581085.797676362 4481362.146783219, 581085.4847779009 4481355.038435178, 581082.4037725949 4481346.001726693, 581077.8295509856 4481337.859157531, 581068.0747373155 4481324.331728902)",10
161,158,Undirected,38321,,,10,,,,,,yes,,"[54329384, 452589743, 54329375]",TRUE,,571.302,2,motorway_link,"LINESTRING (585538.3768292582 4477946.250252287, 585549.7897260307 4477923.489111325, 585564.2572979485 4477891.703976773, 585577.1539118794 4477857.869321967, 585587.3382473161 4477822.40505816, 585592.6445878743 4477795.955066715, 585595.6782245398 4477769.479102554, 585597.2922340141 4477747.738401499, 585596.7447648608 4477716.236887719, 585595.4145836949 4477693.108141734, 585591.4081009 4477665.18622145, 585583.1730340759 4477629.511468986, 585572.1734044467 4477596.758167948, 585560.1861055202 4477571.00981625, 585544.5312625598 4477547.040257873, 585529.2773555771 4477528.059932726, 585526.3538660777 4477524.851489809, 585507.4260720939 4477507.4611944, 585435.3234973154 4477443.436971374)",10
161,1,Undirected,38322,"['Crosstown Boulevard', 'Veterans Bridge']",,10,,,,,40 mph,yes,I 579,"[231738433, 54329381, 302179626, 54329390, 54329374]",TRUE,"['Crosstown Boulevard', 'Veterans Bridge']",850.747,2,motorway,"LINESTRING (585538.3768292582 4477946.250252287, 585558.9787771109 4477914.990347459, 585573.3610383202 4477890.675636823, 585582.2283005924 4477871.748813055, 585590.8893678632 4477850.088646919, 585598.2193913775 4477826.159649573, 585604.1835126531 4477801.526745741, 585608.2940453732 4477780.26974912, 585610.8284749888 4477760.371336508, 585612.7362166622 4477732.972176235, 585612.7646047013 4477718.618123463, 585612.7766421111 4477709.40392779, 585611.7013665752 4477684.013364267, 585608.5952244514 4477657.467223322, 585603.8689623781 4477633.156192562, 585596.9008354167 4477606.110752078, 585589.3916883147 4477583.355458125, 585582.1089879534 4477563.788921285, 585571.6973297717 4477541.921915424, 585553.8836365694 4477507.947334768, 585508.8951403053 4477423.361160504, 585483.9619447035 4477375.495105544, 585471.5211912023 4477349.286581895, 585460.2297025358 4477321.958832819, 585451.1825158658 4477297.154566595, 585440.2684683978 4477267.211184489, 585423.7855192276 4477220.563024273, 585400.7783726068 4477156.166792774)",10
162,51,Undirected,38327,Veterans Bridge,,10,,,,,50 mph,yes,I 579,231738436,TRUE,Veterans Bridge,419.11,3,motorway,"LINESTRING (585575.7249413955 4477943.579611067, 585551.4270866828 4477973.187513004, 585521.2052599989 4478009.111257037, 585346.2870900442 4478208.709635237, 585299.6729152107 4478258.835088837)",10
163,121,Undirected,38372,Fort Pitt Boulevard,,10,,,,,,yes,,"[54219345, 54219343]",TRUE,Fort Pitt Boulevard,157.207,"['1', '2']",primary,"LINESTRING (584585.4989724971 4476752.155751473, 584607.1610633064 4476748.614744146, 584610.9743169025 4476747.458844741, 584657.3095239679 4476724.646862088, 584707.7395113438 4476699.816570139, 584718.4960167964 4476694.520646848, 584728.2970627483 4476688.203691051)",10
163,1,Undirected,38373,,,10,,,,,,yes,,146615168,TRUE,,105.489,1,motorway_link,"LINESTRING (584585.4989724971 4476752.155751473, 584634.7233518822 4476728.132880645, 584679.6038652078 4476704.205543516)",10
164,163,Undirected,38383,Fort Pitt Boulevard,,10,,,,,,yes,,550018154,TRUE,Fort Pitt Boulevard,162.764,2,primary,"LINESTRING (584438.4165364847 4476822.412263776, 584585.4989724971 4476752.155751473)",10
1,115,Undirected,38402,Penn-Lincoln Parkway East,,10,,,,,50 mph,yes,I 376;US 22;US 30,54210157,TRUE,Penn-Lincoln Parkway East,158.564,2,motorway,"LINESTRING (584090.7517569887 4476999.367691372, 584072.9622498626 4477005.606896624, 584053.4293950787 4477012.248439209, 584041.6748952767 4477015.857766734, 584030.9229168671 4477018.568033154, 584024.6825345641 4477019.852417506, 584018.5476638596 4477020.804944543, 584012.2823246715 4477021.289749005, 584005.9611037333 4477021.463089139, 583999.9829893418 4477021.296134744, 583993.449970855 4477020.690003267, 583987.0320606919 4477019.652208488, 583976.8206557459 4477017.273011137, 583965.8202248068 4477014.152282486, 583954.6694659416 4477010.06405246, 583938.1751979033 4477002.918547702)",10
165,125,Undirected,38407,Fort Pitt Boulevard,,10,,,,,,yes,,146615153,TRUE,Fort Pitt Boulevard,101.881,2,primary,"LINESTRING (584323.6334051457 4476877.248720221, 584415.6968321807 4476833.268851702)",10
166,0,Undirected,38504,,,10,,,,,,yes,,"[54362074, 54362075]",TRUE,,210.917,1,motorway_link,"LINESTRING (581841.8300606648 4480000.442734321, 581845.0315993226 4479978.274750004, 581849.796169063 4479958.16653798, 581855.1929540536 4479943.049816755, 581864.249101646 4479925.93045223, 581887.8906352632 4479885.413297318, 581918.8849369845 4479832.38759275, 581930.1300329084 4479811.295724329)",10
0,0,Undirected,38560,,,10,,,,,,yes,,"[54362084, 54362095]",TRUE,,442.72,1,motorway_link,"LINESTRING (582034.5195070865 4479639.933010032, 582041.1792743624 4479624.907968673, 582048.1035983105 4479612.05062557, 582055.8003159326 4479596.803832542, 582061.2755586053 4479583.098001721, 582064.399335671 4479573.507251233, 582092.8389601471 4479470.675093271, 582147.6180243867 4479258.005200556, 582150.7199843687 4479246.560295171, 582160.1173001742 4479217.033538401)",10
0,166,Undirected,38623,,,10,,,,,,yes,,"[54362076, 54362236]",TRUE,,16.283,1,motorway_link,"LINESTRING (581845.7538933679 4480016.116558152, 581842.4498716006 4480006.566438692, 581841.8300606648 4480000.442734321)",10
0,27,Undirected,38641,US 19,,10,,,,,,yes,US 19,"[511351993, 54362078, 51189182]",TRUE,,100.42,2,motorway_link,"LINESTRING (582166.0859637631 4479495.213829894, 582161.5810978678 4479490.790385954, 582154.9456287116 4479484.256476193, 582133.9066283166 4479463.543307394, 582129.3873727297 4479458.1094896, 582125.9818254773 4479452.410357078, 582123.1487104509 4479446.317852926, 582121.1426244918 4479439.812566809, 582120.1087520694 4479433.573282379, 582119.5590469467 4479426.484494683, 582119.670414933 4479419.425162947, 582120.4559641456 4479411.973573992)",10
12,0,Undirected,38728,Brookview Lane,,10,,,,,,yes,,"[11832865, 532573857, 532573859, 327173307, 327173308]",FALSE,Brookview Lane,185.303,2,residential,"LINESTRING (584470.7889900148 4485261.38508304, 584468.4555235018 4485256.44064946, 584464.963224889 4485249.074047636, 584457.4494558587 4485233.180291468, 584447.1385219267 4485211.38213129, 584444.5324098112 4485205.06911644, 584442.4579509124 4485198.195925253, 584440.4971949516 4485190.258257392, 584435.6158377379 4485164.846824362, 584433.6547553134 4485157.686273891, 584419.2121024933 4485116.846475444, 584412.5944719601 4485098.10976498, 584411.9410941491 4485095.193740387, 584411.9492878087 4485092.218580073, 584412.4003549354 4485089.792406113, 584413.7312615415 4485087.487189552)",10
0,12,Undirected,38785,McKnight Road,,10,,,,,45 mph,yes,US 19 Truck,"[532573848, 532573843, 56007360]",TRUE,McKnight Road,331.605,"['3', '2']",trunk,"LINESTRING (584400.7988906506 4485029.190443458, 584373.2814233396 4485253.222587368, 584365.0894084802 4485319.884547789, 584360.4334382168 4485357.788657651)",10
1,0,Undirected,38787,"['Chestnut Street', '16th Street', 'David McCullough Bridge']",,10,,,,,,yes,,"[11832010, 11943803, 28388796, 465555707]",FALSE,"['Chestnut Street', '16th Street', 'David McCullough Bridge']",656.201,4,tertiary,"LINESTRING (585859.0729575619 4478064.422445283, 585854.0935295136 4478070.426839105, 585851.8402007226 4478073.154206783, 585837.8813828066 4478088.5919612, 585581.7960037083 4478364.455630578, 585435.1583247485 4478522.433287705, 585413.4236677437 4478546.120383499)",10
2,2,Undirected,39047,Saw Mill Run Boulevard,,10,,,,,40 mph,yes,PA 51,"[462201722, 462201723, 53456413, 53456414, 53456415]",TRUE,Saw Mill Run Boulevard,433.13,2,motorway,"LINESTRING (582455.8945142501 4476191.479656366, 582477.7353488428 4476150.156196134, 582486.3839278601 4476135.131220097, 582495.3516133234 4476121.175506524, 582505.3456768377 4476107.231104737, 582515.0920545834 4476094.982510659, 582525.5235675942 4476082.919097891, 582536.2869447328 4476071.536543355, 582548.2221272794 4476060.055898509, 582559.7183121055 4476049.924812585, 582600.2816910532 4476014.092297797, 582693.9935865718 4475931.387609526, 582704.444991363 4475921.411729366, 582715.2682466251 4475910.030082481, 582725.3519428646 4475898.01860414, 582734.933097193 4475885.424314185, 582743.5489985012 4475872.663956868)",10
1,1,Undirected,40433,"['Chestnut Street', 'Elm Street']",,10,,,,,,yes,,"[54511662, 551120306, 551120307, 11832006]",TRUE,"['Chestnut Street', 'Elm Street']",265.69,1,residential,"LINESTRING (594747.352648239 4476199.398989611, 594940.2833321056 4476149.584132495, 594931.3705930659 4476115.143907657, 594925.1107781586 4476090.94001748, 594923.5658636197 4476084.980891217)",10
2,96,Undirected,40897,,,10,,,,,,yes,,"[88317697, 88317692]",TRUE,,47.23,1,trunk_link,"LINESTRING (584918.2808270021 4475859.103828528, 584911.5352633825 4475866.687454892, 584908.1544573946 4475872.310934315, 584905.0985482108 4475879.95857772, 584902.2064820083 4475891.116167053, 584900.7374098361 4475901.72370124)",10
1,164,Undirected,41016,Market Street,,10,,,,,,yes,,"[54219350, 54219351]",TRUE,Market Street,31.419,1,primary,"LINESTRING (584442.8436276084 4476852.580655346, 584440.7129602203 4476848.20483245, 584438.7530709128 4476842.976116352, 584437.2823738948 4476837.24224386, 584436.823286091 4476832.81865475, 584437.1295264189 4476828.226067452, 584438.4165364847 4476822.412263776)",10
1,163,Undirected,41024,Wood Street,,10,,,,,,yes,,"[550018162, 54219347, 54219348]",TRUE,Wood Street,31.445,1,secondary,"LINESTRING (584588.963109773 4476782.668617368, 584586.7651547389 4476778.247585702, 584585.3382179872 4476774.656775057, 584584.7216163508 4476771.419262276, 584584.5033930694 4476768.208450777, 584585.4989724971 4476752.155751473)",10
2,2,Undirected,41373,Creek Street,,10,,,,,,yes,,"[11680281, 255481170, 255481172]",FALSE,Creek Street,554.442,,residential,"LINESTRING (593557.9575509974 4473132.145283953, 593553.7026629075 4473133.735283315, 593545.1608066635 4473135.405036367, 593541.2611768121 4473136.411075225, 593544.7569590963 4473156.215982739, 593543.5895760813 4473177.683517968, 593532.4522461034 4473206.453853468, 593532.9283449036 4473234.969363988, 593552.8092994113 4473252.980309332, 593561.7201691138 4473270.021807256, 593588.2130909191 4473299.528056839, 593603.4092301476 4473307.999695045, 593606.367980135 4473325.932828095, 593610.965873457 4473345.129832024, 593611.6464092846 4473390.556055225, 593615.089441556 4473402.322603511, 593622.0239017492 4473411.779144429, 593645.0767382255 4473436.024800151, 593647.367042114 4473440.871610358, 593651.7241852668 4473468.458654003, 593659.0641700136 4473478.053520049, 593669.6048922071 4473486.866834133, 593689.8375372031 4473503.139578546, 593703.0573299031 4473519.63560268, 593710.7715277551 4473533.231873341, 593708.5981302239 4473547.559434838, 593704.8607230415 4473563.443919499, 593706.6956257296 4473594.540989561, 593704.4174093058 4473602.317138013)",10
168,2,Undirected,41558,,,10,,,,,,yes,,"[54210154, 550018203, 54210155, 264591970]",TRUE,,411.795,"['1', '2']",motorway_link,"LINESTRING (583765.5248931717 4476879.479754649, 583712.1757474034 4476850.17486703, 583707.5703452927 4476847.847592811, 583702.7918400037 4476845.829229733, 583697.4136826154 4476844.337042597, 583692.039912133 4476843.211258374, 583685.7621535505 4476842.519439789, 583679.9106206709 4476842.398564893, 583673.0164242155 4476842.976545183, 583665.8326734861 4476844.417215897, 583659.5225592575 4476846.622552951, 583653.8691616666 4476849.268187854, 583648.104819543 4476852.734100044, 583636.5279739148 4476860.942073612, 583508.4062495107 4476951.788447366, 583494.2150816957 4476960.944422485, 583480.1166782272 4476969.390960948, 583470.5121381867 4476974.190797231, 583407.8387735037 4477002.17897548)",10
168,2,Undirected,41559,Penn-Lincoln Parkway West,,10,,,,yes,"['50 mph', '55 mph']",yes,I 376;US 22;US 30,"[121593795, 550018213, 549621867, 11965424, 121635824, 54203161, 549621854, 549621855]",TRUE,Penn-Lincoln Parkway West,2052.306,"['3', '2']",motorway,"LINESTRING (583765.5248931717 4476879.479754649, 583739.3757791891 4476857.284104269, 583729.3320310336 4476849.744921839, 583718.411579105 4476842.473493537, 583641.3940679982 4476796.618734181, 583638.0740716667 4476794.638901688, 583637.0881881871 4476794.050615927, 583603.3905675629 4476773.991490641, 583590.1524691472 4476765.351108848, 582739.4901852364 4476158.026645163, 582725.1225739964 4476147.77677101, 582579.1438224211 4476043.877651828, 582564.413483629 4476033.402072373, 582555.8194858592 4476027.279290733, 582529.75944882 4476008.730321804, 582483.7753329827 4475975.996470832, 582447.1172330729 4475949.915377068, 582387.0805853975 4475905.903887081, 582377.6649642267 4475898.095966611, 582359.7041761419 4475881.23526674, 582343.1268026128 4475864.312104198, 582326.385299979 4475845.333410435, 582315.4183442947 4475832.002213317, 582303.9010641519 4475817.02197565, 582293.5735578117 4475802.620996653, 582282.7987284997 4475786.46109376, 582273.5598317104 4475771.805664031, 582264.6195890999 4475755.443903833, 582256.2633413817 4475739.976681193, 582248.0054075535 4475723.278288517, 582240.3211327782 4475706.097738653, 582233.6416296054 4475689.350078485, 582227.3043256863 4475672.339745822, 582221.4907693526 4475654.757891461, 582216.4407090656 4475637.950418192, 582211.772430647 4475619.592936696, 582206.7802413318 4475595.958724554)",10
